iso3,decile,population,income,region
TUV,70,366.0,,
TUV,80,398.0,,
TUV,90,22.0,,
TUV,100,38.0,,
UGA,10,5945016.0,Low Income Developing Countries,Sub-Sahara Africa
UGA,20,5061723.0,Low Income Developing Countries,Sub-Sahara Africa
UGA,30,5251859.0,Low Income Developing Countries,Sub-Sahara Africa
UGA,40,4478784.0,Low Income Developing Countries,Sub-Sahara Africa
UGA,50,4366567.0,Low Income Developing Countries,Sub-Sahara Africa
UGA,60,4535856.0,Low Income Developing Countries,Sub-Sahara Africa
UGA,70,4221592.0,Low Income Developing Countries,Sub-Sahara Africa
UGA,80,2804744.0,Low Income Developing Countries,Sub-Sahara Africa
UGA,90,2935393.0,Low Income Developing Countries,Sub-Sahara Africa
UGA,100,2529507.0,Low Income Developing Countries,Sub-Sahara Africa
UKR,10,15240178.0,Emerging Market Economies,Emerging and Developing Europe
UKR,20,5638855.0,Emerging Market Economies,Emerging and Developing Europe
UKR,30,6157127.0,Emerging Market Economies,Emerging and Developing Europe
UKR,40,3875793.0,Emerging Market Economies,Emerging and Developing Europe
UKR,50,3167791.0,Emerging Market Economies,Emerging and Developing Europe
UKR,60,2491777.0,Emerging Market Economies,Emerging and Developing Europe
UKR,70,2145497.0,Emerging Market Economies,Emerging and Developing Europe
UKR,80,2057871.0,Emerging Market Economies,Emerging and Developing Europe
UKR,90,1629670.0,Emerging Market Economies,Emerging and Developing Europe
UKR,100,1263207.0,Emerging Market Economies,Emerging and Developing Europe
ARE,10,117354.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ARE,20,875947.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ARE,30,1342065.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ARE,40,188324.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ARE,50,1153916.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ARE,60,1424241.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ARE,70,134327.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ARE,80,431615.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ARE,90,2863046.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ARE,100,534069.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
GBR,10,13164302.0,Advanced Economies,Advanced Economies
GBR,20,7618145.0,Advanced Economies,Advanced Economies
GBR,30,8555565.0,Advanced Economies,Advanced Economies
GBR,40,5870392.0,Advanced Economies,Advanced Economies
GBR,50,6494716.0,Advanced Economies,Advanced Economies
GBR,60,5409870.0,Advanced Economies,Advanced Economies
GBR,70,6261995.0,Advanced Economies,Advanced Economies
GBR,80,5757545.0,Advanced Economies,Advanced Economies
GBR,90,4305028.0,Advanced Economies,Advanced Economies
GBR,100,3845880.0,Advanced Economies,Advanced Economies
USA,10,197220867.0,Advanced Economies,Advanced Economies
USA,20,59925378.0,Advanced Economies,Advanced Economies
USA,30,30016894.0,Advanced Economies,Advanced Economies
USA,40,16477232.0,Advanced Economies,Advanced Economies
USA,50,11930316.0,Advanced Economies,Advanced Economies
USA,60,8706150.0,Advanced Economies,Advanced Economies
USA,70,6758661.0,Advanced Economies,Advanced Economies
USA,80,5266334.0,Advanced Economies,Advanced Economies
USA,90,3811996.0,Advanced Economies,Advanced Economies
USA,100,1515334.0,Advanced Economies,Advanced Economies
URY,10,2477500.0,Emerging Market Economies,Latin America and the Caribbean
URY,20,487774.0,Emerging Market Economies,Latin America and the Caribbean
URY,30,161630.0,Emerging Market Economies,Latin America and the Caribbean
URY,40,91546.0,Emerging Market Economies,Latin America and the Caribbean
URY,50,50478.0,Emerging Market Economies,Latin America and the Caribbean
URY,60,36245.0,Emerging Market Economies,Latin America and the Caribbean
URY,70,17812.0,Emerging Market Economies,Latin America and the Caribbean
URY,80,10080.0,Emerging Market Economies,Latin America and the Caribbean
URY,90,5017.0,Emerging Market Economies,Latin America and the Caribbean
URY,100,2609.0,Emerging Market Economies,Latin America and the Caribbean
UZB,10,6078843.0,Low Income Developing Countries,Caucasus and Central Asia
UZB,20,4419688.0,Low Income Developing Countries,Caucasus and Central Asia
UZB,30,4425271.0,Low Income Developing Countries,Caucasus and Central Asia
UZB,40,3785381.0,Low Income Developing Countries,Caucasus and Central Asia
UZB,50,3191101.0,Low Income Developing Countries,Caucasus and Central Asia
UZB,60,2192457.0,Low Income Developing Countries,Caucasus and Central Asia
UZB,70,3385154.0,Low Income Developing Countries,Caucasus and Central Asia
UZB,80,2039793.0,Low Income Developing Countries,Caucasus and Central Asia
UZB,90,2209364.0,Low Income Developing Countries,Caucasus and Central Asia
UZB,100,2002382.0,Low Income Developing Countries,Caucasus and Central Asia
VUT,10,96691.0,Emerging Market Economies,Emerging and Developing Asia
VUT,20,31793.0,Emerging Market Economies,Emerging and Developing Asia
VUT,30,16013.0,Emerging Market Economies,Emerging and Developing Asia
VUT,40,11009.0,Emerging Market Economies,Emerging and Developing Asia
VUT,50,19222.0,Emerging Market Economies,Emerging and Developing Asia
VUT,60,31336.0,Emerging Market Economies,Emerging and Developing Asia
VUT,70,16579.0,Emerging Market Economies,Emerging and Developing Asia
VUT,80,13781.0,Emerging Market Economies,Emerging and Developing Asia
VUT,90,13939.0,Emerging Market Economies,Emerging and Developing Asia
VUT,100,9345.0,Emerging Market Economies,Emerging and Developing Asia
VEN,10,9963112.0,Emerging Market Economies,Latin America and the Caribbean
VEN,20,6641376.0,Emerging Market Economies,Latin America and the Caribbean
VEN,30,2982118.0,Emerging Market Economies,Latin America and the Caribbean
VEN,40,2754101.0,Emerging Market Economies,Latin America and the Caribbean
VEN,50,1731379.0,Emerging Market Economies,Latin America and the Caribbean
VEN,60,2209191.0,Emerging Market Economies,Latin America and the Caribbean
VEN,70,1609505.0,Emerging Market Economies,Latin America and the Caribbean
VEN,80,1340043.0,Emerging Market Economies,Latin America and the Caribbean
VEN,90,1506889.0,Emerging Market Economies,Latin America and the Caribbean
VEN,100,538842.0,Emerging Market Economies,Latin America and the Caribbean
VNM,10,24260853.0,Low Income Developing Countries,Emerging and Developing Asia
VNM,20,12068615.0,Low Income Developing Countries,Emerging and Developing Asia
VNM,30,11946011.0,Low Income Developing Countries,Emerging and Developing Asia
VNM,40,9665771.0,Low Income Developing Countries,Emerging and Developing Asia
VNM,50,9824995.0,Low Income Developing Countries,Emerging and Developing Asia
VNM,60,8900320.0,Low Income Developing Countries,Emerging and Developing Asia
VNM,70,7990385.0,Low Income Developing Countries,Emerging and Developing Asia
VNM,80,6312007.0,Low Income Developing Countries,Emerging and Developing Asia
VNM,90,5014270.0,Low Income Developing Countries,Emerging and Developing Asia
VNM,100,2817666.0,Low Income Developing Countries,Emerging and Developing Asia
VIR,10,21982.0,,
VIR,20,4323.0,,
VIR,30,19855.0,,
VIR,40,20353.0,,
VIR,50,6711.0,,
VIR,60,11405.0,,
VIR,70,6439.0,,
VIR,80,6851.0,,
VIR,90,1309.0,,
VIR,100,29.0,,
YEM,10,5841545.0,,
YEM,20,5028308.0,,
YEM,30,3187377.0,,
YEM,40,3692957.0,,
YEM,50,3339364.0,,
YEM,60,3011076.0,,
YEM,70,2084709.0,,
YEM,80,1954822.0,,
YEM,90,1258323.0,,
YEM,100,792556.0,,
ZMB,10,4561851.0,Low Income Developing Countries,Sub-Sahara Africa
ZMB,20,3426599.0,Low Income Developing Countries,Sub-Sahara Africa
ZMB,30,1677375.0,Low Income Developing Countries,Sub-Sahara Africa
ZMB,40,1876431.0,Low Income Developing Countries,Sub-Sahara Africa
ZMB,50,1073205.0,Low Income Developing Countries,Sub-Sahara Africa
ZMB,60,1427615.0,Low Income Developing Countries,Sub-Sahara Africa
ZMB,70,1577284.0,Low Income Developing Countries,Sub-Sahara Africa
ZMB,80,1109872.0,Low Income Developing Countries,Sub-Sahara Africa
ZMB,90,970553.0,Low Income Developing Countries,Sub-Sahara Africa
ZMB,100,991314.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,10,4137390.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,20,1587498.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,30,1272816.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,40,1320547.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,50,1303726.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,60,1238236.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,70,930529.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,80,1205304.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,90,701252.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,100,663228.0,Low Income Developing Countries,Sub-Sahara Africa
