iso3,decile,area,income,region
ARE,60,2128.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ARE,70,299.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ARE,80,1138.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ARE,90,30474.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
ARE,100,35137.0,Emerging Market Economies,"Middle East, North Africa, Afghanistan, and Pakistan"
GBR,10,2315.0,Advanced Economies,Advanced Economies
GBR,20,2632.0,Advanced Economies,Advanced Economies
GBR,30,5069.0,Advanced Economies,Advanced Economies
GBR,40,5718.0,Advanced Economies,Advanced Economies
GBR,50,10515.0,Advanced Economies,Advanced Economies
GBR,60,12638.0,Advanced Economies,Advanced Economies
GBR,70,22584.0,Advanced Economies,Advanced Economies
GBR,80,33124.0,Advanced Economies,Advanced Economies
GBR,90,38217.0,Advanced Economies,Advanced Economies
GBR,100,112421.0,Advanced Economies,Advanced Economies
USA,10,445656.0,Advanced Economies,Advanced Economies
USA,20,557607.0,Advanced Economies,Advanced Economies
USA,30,614405.0,Advanced Economies,Advanced Economies
USA,40,541899.0,Advanced Economies,Advanced Economies
USA,50,573940.0,Advanced Economies,Advanced Economies
USA,60,586724.0,Advanced Economies,Advanced Economies
USA,70,666129.0,Advanced Economies,Advanced Economies
USA,80,843788.0,Advanced Economies,Advanced Economies
USA,90,1402234.0,Advanced Economies,Advanced Economies
USA,100,3237043.0,Advanced Economies,Advanced Economies
URY,10,6608.0,Emerging Market Economies,Latin America and the Caribbean
URY,20,12895.0,Emerging Market Economies,Latin America and the Caribbean
URY,30,11494.0,Emerging Market Economies,Latin America and the Caribbean
URY,40,18698.0,Emerging Market Economies,Latin America and the Caribbean
URY,50,19423.0,Emerging Market Economies,Latin America and the Caribbean
URY,60,22721.0,Emerging Market Economies,Latin America and the Caribbean
URY,70,21429.0,Emerging Market Economies,Latin America and the Caribbean
URY,80,22875.0,Emerging Market Economies,Latin America and the Caribbean
URY,90,19198.0,Emerging Market Economies,Latin America and the Caribbean
URY,100,22107.0,Emerging Market Economies,Latin America and the Caribbean
UZB,10,4723.0,Low Income Developing Countries,Caucasus and Central Asia
UZB,20,6431.0,Low Income Developing Countries,Caucasus and Central Asia
UZB,30,8443.0,Low Income Developing Countries,Caucasus and Central Asia
UZB,40,10321.0,Low Income Developing Countries,Caucasus and Central Asia
UZB,50,12406.0,Low Income Developing Countries,Caucasus and Central Asia
UZB,60,13259.0,Low Income Developing Countries,Caucasus and Central Asia
UZB,70,28482.0,Low Income Developing Countries,Caucasus and Central Asia
UZB,80,25215.0,Low Income Developing Countries,Caucasus and Central Asia
UZB,90,53321.0,Low Income Developing Countries,Caucasus and Central Asia
UZB,100,284994.0,Low Income Developing Countries,Caucasus and Central Asia
VUT,10,263.0,Emerging Market Economies,Emerging and Developing Asia
VUT,20,520.0,Emerging Market Economies,Emerging and Developing Asia
VUT,30,367.0,Emerging Market Economies,Emerging and Developing Asia
VUT,40,316.0,Emerging Market Economies,Emerging and Developing Asia
VUT,50,734.0,Emerging Market Economies,Emerging and Developing Asia
VUT,60,1739.0,Emerging Market Economies,Emerging and Developing Asia
VUT,70,1416.0,Emerging Market Economies,Emerging and Developing Asia
VUT,80,1577.0,Emerging Market Economies,Emerging and Developing Asia
VUT,90,2367.0,Emerging Market Economies,Emerging and Developing Asia
VUT,100,2937.0,Emerging Market Economies,Emerging and Developing Asia
VEN,10,5201.0,Emerging Market Economies,Latin America and the Caribbean
VEN,20,16350.0,Emerging Market Economies,Latin America and the Caribbean
VEN,30,15003.0,Emerging Market Economies,Latin America and the Caribbean
VEN,40,26903.0,Emerging Market Economies,Latin America and the Caribbean
VEN,50,26194.0,Emerging Market Economies,Latin America and the Caribbean
VEN,60,43957.0,Emerging Market Economies,Latin America and the Caribbean
VEN,70,54901.0,Emerging Market Economies,Latin America and the Caribbean
VEN,80,88933.0,Emerging Market Economies,Latin America and the Caribbean
VEN,90,189915.0,Emerging Market Economies,Latin America and the Caribbean
VEN,100,444931.0,Emerging Market Economies,Latin America and the Caribbean
VNM,10,4091.0,Low Income Developing Countries,Emerging and Developing Asia
VNM,20,8780.0,Low Income Developing Countries,Emerging and Developing Asia
VNM,30,12722.0,Low Income Developing Countries,Emerging and Developing Asia
VNM,40,15250.0,Low Income Developing Countries,Emerging and Developing Asia
VNM,50,21813.0,Low Income Developing Countries,Emerging and Developing Asia
VNM,60,30027.0,Low Income Developing Countries,Emerging and Developing Asia
VNM,70,42960.0,Low Income Developing Countries,Emerging and Developing Asia
VNM,80,54418.0,Low Income Developing Countries,Emerging and Developing Asia
VNM,90,65066.0,Low Income Developing Countries,Emerging and Developing Asia
VNM,100,73920.0,Low Income Developing Countries,Emerging and Developing Asia
VIR,10,14.0,,
VIR,20,6.0,,
VIR,30,41.0,,
VIR,40,47.0,,
VIR,50,19.0,,
VIR,60,60.0,,
VIR,70,47.0,,
VIR,80,82.0,,
VIR,90,42.0,,
VIR,100,6.0,,
YEM,10,1076.0,,
YEM,20,6127.0,,
YEM,30,7830.0,,
YEM,40,12195.0,,
YEM,50,14261.0,,
YEM,60,19651.0,,
YEM,70,21064.0,,
YEM,80,41497.0,,
YEM,90,58811.0,,
YEM,100,269646.0,,
ZMB,10,8806.0,Low Income Developing Countries,Sub-Sahara Africa
ZMB,20,40077.0,Low Income Developing Countries,Sub-Sahara Africa
ZMB,30,32847.0,Low Income Developing Countries,Sub-Sahara Africa
ZMB,40,58309.0,Low Income Developing Countries,Sub-Sahara Africa
ZMB,50,46014.0,Low Income Developing Countries,Sub-Sahara Africa
ZMB,60,71417.0,Low Income Developing Countries,Sub-Sahara Africa
ZMB,70,116593.0,Low Income Developing Countries,Sub-Sahara Africa
ZMB,80,107139.0,Low Income Developing Countries,Sub-Sahara Africa
ZMB,90,106492.0,Low Income Developing Countries,Sub-Sahara Africa
ZMB,100,162796.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,10,14330.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,20,25152.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,30,24858.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,40,29507.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,50,33570.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,60,37597.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,70,33928.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,80,62535.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,90,51811.0,Low Income Developing Countries,Sub-Sahara Africa
ZWE,100,77392.0,Low Income Developing Countries,Sub-Sahara Africa
