"","ISO3","income_group","region","decile","pop"
"1587","DEU","Advanced Economies","Advanced Economies","10",4613182
"1588","GHA","Low Income Developing Countries","Sub-Sahara Africa","10",1767145
"1589","GRC","Advanced Economies","Advanced Economies","10",276707
"1590","GRD","Emerging Market Economies","Latin America and the Caribbean","10",3793
"1591","GTM","Emerging Market Economies","Latin America and the Caribbean","10",1588024
"1592","GIN","Low Income Developing Countries","Sub-Sahara Africa","10",893243
"1593","GUY","Emerging Market Economies","Latin America and the Caribbean","10",15794
"1594","HTI","Low Income Developing Countries","Latin America and the Caribbean","10",629684
"1595","HND","Low Income Developing Countries","Latin America and the Caribbean","10",498751
"1596","HKG","Advanced Economies","Advanced Economies","10",396709
"1597","HUN","Emerging Market Economies","Emerging and Developing Europe","10",267299
"1598","ISL","Advanced Economies","Advanced Economies","10",2010
"1599","IND","Emerging Market Economies","Emerging and Developing Asia","10",19775811
"1600","IDN","Emerging Market Economies","Emerging and Developing Asia","10",7281124
"1601","IRN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",1577125
"1602","IRQ","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",825728
"1603","IRL","Advanced Economies","Advanced Economies","10",264588
"1604","ISR","Advanced Economies","Advanced Economies","10",44506
"1605","ITA","Advanced Economies","Advanced Economies","10",1952824
"1606","JAM","Emerging Market Economies","Latin America and the Caribbean","10",152463
"1607","JPN","Advanced Economies","Advanced Economies","10",759399
"1608","JOR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",170967
"1609","KAZ","Emerging Market Economies","Caucasus and Central Asia","10",371434
"1610","KEN","Low Income Developing Countries","Sub-Sahara Africa","10",4323337
"1611","KOR","Advanced Economies","Advanced Economies","10",583721
"1612","KWT","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",359992
"1613","KGZ","Low Income Developing Countries","Caucasus and Central Asia","10",126830
"1614","LAO","Low Income Developing Countries","Emerging and Developing Asia","10",286432
"1615","LVA","Advanced Economies","Advanced Economies","10",86795
"1616","LBN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",119562
"1617","LSO","Low Income Developing Countries","Sub-Sahara Africa","10",125491
"1618","LBR","Low Income Developing Countries","Sub-Sahara Africa","10",148276
"1619","LBY","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",184007
"1620","LTU","Advanced Economies","Advanced Economies","10",108415
"1621","LUX","Advanced Economies","Advanced Economies","10",34019
"1622","MDG","Low Income Developing Countries","Sub-Sahara Africa","10",1825499
"1623","MWI","Low Income Developing Countries","Sub-Sahara Africa","10",393144
"1624","MYS","Emerging Market Economies","Emerging and Developing Asia","10",704299
"1625","MLI","Low Income Developing Countries","Sub-Sahara Africa","10",414733
"1626","MLT","Advanced Economies","Advanced Economies","10",5189
"1627","MUS","Emerging Market Economies","Sub-Sahara Africa","10",209
"1628","MEX","Emerging Market Economies","Latin America and the Caribbean","10",1208068
"1629","MDA","Low Income Developing Countries","Emerging and Developing Europe","10",192256
"1630","MNG","Emerging Market Economies","Emerging and Developing Asia","10",60508
"1631","MNE","Emerging Market Economies","Emerging and Developing Europe","10",6818
"1632","MAR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",518624
"1633","MOZ","Low Income Developing Countries","Sub-Sahara Africa","10",600548
"1634","MMR","Low Income Developing Countries","Emerging and Developing Asia","10",1492905
"1635","NAM","Emerging Market Economies","Sub-Sahara Africa","10",119370
"1636","NPL","Low Income Developing Countries","Emerging and Developing Asia","10",784327
"1637","NLD","Advanced Economies","Advanced Economies","10",809986
"1638","NZL","Advanced Economies","Advanced Economies","10",0
"1639","NIC","Low Income Developing Countries","Latin America and the Caribbean","10",441517
"1640","NER","Low Income Developing Countries","Sub-Sahara Africa","10",926280
"1641","NGA","Low Income Developing Countries","Sub-Sahara Africa","10",16081730
"1642","NOR","Advanced Economies","Advanced Economies","10",3248
"1643","OMN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",230762
"1644","PAK","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",4630306
"1645","PAN","Emerging Market Economies","Latin America and the Caribbean","10",73964
"1646","PNG","Low Income Developing Countries","Emerging and Developing Asia","10",599125
"1647","PRY","Emerging Market Economies","Latin America and the Caribbean","10",269902
"1648","PER","Emerging Market Economies","Latin America and the Caribbean","10",1069823
"1649","PHL","Emerging Market Economies","Emerging and Developing Asia","10",2478755
"1650","POL","Emerging Market Economies","Emerging and Developing Europe","10",1891882
"1651","PRT","Advanced Economies","Advanced Economies","10",164873
"1652","PRI","Advanced Economies","Advanced Economies","10",110250
"1653","QAT","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",31418
"1654","ROU","Emerging Market Economies","Emerging and Developing Europe","10",510443
"1655","RUS","Emerging Market Economies","Emerging and Developing Europe","10",3423694
"1656","RWA","Low Income Developing Countries","Sub-Sahara Africa","10",1280023
"1657","WSM","Emerging Market Economies","Emerging and Developing Asia","10",10636
"1658","SMR","Advanced Economies","Advanced Economies","10",935
"1659","SAU","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",1262449
"1660","SEN","Low Income Developing Countries","Sub-Sahara Africa","10",393305
"1661","SRB","Emerging Market Economies","Emerging and Developing Europe","10",144748
"1662","SYC","Emerging Market Economies","Sub-Sahara Africa","10",3458
"1663","SLE","Low Income Developing Countries","Sub-Sahara Africa","10",632554
"1664","SGP","Advanced Economies","Advanced Economies","10",1061096
"1665","SVK","Advanced Economies","Advanced Economies","10",233310
"1666","SVN","Advanced Economies","Advanced Economies","10",50674
"1667","SLB","Low Income Developing Countries","Emerging and Developing Asia","10",2830
"1668","SOM","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","10",408180
"1669","ZAF","Emerging Market Economies","Sub-Sahara Africa","10",1367855
"1670","SSD","Low Income Developing Countries","Sub-Sahara Africa","10",1011448
"1671","ESP","Advanced Economies","Advanced Economies","10",721822
"1672","LKA","Emerging Market Economies","Emerging and Developing Asia","10",592209
"1673","SDN","Low Income Developing Countries","Middle East, North Africa, Afghanistan, and Pakistan","10",2167004
"1674","SUR","Emerging Market Economies","Latin America and the Caribbean","10",7210
"1675","SWE","Advanced Economies","Advanced Economies","10",164650
"1676","CHE","Advanced Economies","Advanced Economies","10",160411
"1677","SYR","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",972964
"1678","TWN","Advanced Economies","Advanced Economies","10",483606
"1679","TJK","Low Income Developing Countries","Caucasus and Central Asia","10",150993
"1680","TZA","Low Income Developing Countries","Sub-Sahara Africa","10",236992
"1681","THA","Emerging Market Economies","Emerging and Developing Asia","10",2686500
"1682","TLS","Low Income Developing Countries","Emerging and Developing Asia","10",38744
"1683","TGO","Low Income Developing Countries","Sub-Sahara Africa","10",819656
"1684","TON","Emerging Market Economies","Emerging and Developing Asia","10",661
"1685","TTO","Emerging Market Economies","Latin America and the Caribbean","10",121682
"1686","TUN","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",509606
"1687","TUR","Emerging Market Economies","Emerging and Developing Europe","10",490877
"1688","TKM","Emerging Market Economies","Caucasus and Central Asia","10",821091
"1689","UGA","Low Income Developing Countries","Sub-Sahara Africa","10",2529507
"1690","UKR","Emerging Market Economies","Emerging and Developing Europe","10",1263207
"1691","ARE","Emerging Market Economies","Middle East, North Africa, Afghanistan, and Pakistan","10",534069
"1692","GBR","Advanced Economies","Advanced Economies","10",3845880
"1693","USA","Advanced Economies","Advanced Economies","10",1515334
"1694","URY","Emerging Market Economies","Latin America and the Caribbean","10",2609
"1695","UZB","Low Income Developing Countries","Caucasus and Central Asia","10",2002382
"1696","VUT","Emerging Market Economies","Emerging and Developing Asia","10",9345
"1697","VEN","Emerging Market Economies","Latin America and the Caribbean","10",538842
"1698","VNM","Low Income Developing Countries","Emerging and Developing Asia","10",2817666
"1699","ZMB","Low Income Developing Countries","Sub-Sahara Africa","10",991314
"1700","ZWE","Low Income Developing Countries","Sub-Sahara Africa","10",663228
